"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"15/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"15/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","","","0","0.00"
"15/06/2026","GLD","533.93","466.72","462.03","462.03","462.00","462.03","0.00","462.03","","16","7,392.48"
"15/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"15/06/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.11","","0","0.00"
"15/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","289","31.79"
"15/06/2026","IIL","0.08","0.05","0.08","0.08","0.08","0.08","0.00","0.11","0.12","1,457","160.27"
"15/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"12/06/2026","ACCESS","46.64","16.20","27.60","27.60","29.00","29.00","1.40","27.60","29.00","1,953","56,508.20"
"12/06/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"12/06/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"12/06/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"12/06/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","1","8.89"
"12/06/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","","8.46","12,177","103,017.42"
"12/06/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","","80.00","1,051","84,168.00"
"12/06/2026","CAL","0.94","0.61","0.78","0.78","0.77","0.77","-0.01","0.75","0.77","1,420,857","1,094,898.22"
"12/06/2026","CLYD","2.45","0.46","2.24","2.24","2.45","2.45","0.21","2.24","","14,986","36,715.70"
"12/06/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"12/06/2026","CPC","0.13","0.05","0.12","0.12","0.13","0.13","0.01","0.13","","160,000","20,800.00"
"12/06/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.42","","0","0.00"
"12/06/2026","EGH","57.00","25.00","41.70","41.70","41.00","41.00","-0.70","41.00","41.70","1,422","58,316.70"
"12/06/2026","EGL","12.16","3.48","10.05","10.05","10.05","10.05","0.00","","10.05","73,226","736,147.88"
"12/06/2026","ETI","2.82","0.76","1.91","1.91","2.09","2.09","0.18","2.10","2.10","375,323","784,460.10"
"12/06/2026","FML","16.35","8.00","13.31","13.31","13.34","13.34","0.03","13.31","13.34","8,646","115,106.25"
"12/06/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","7.97","","0","0.00"
"12/06/2026","GCB","52.00","20.11","36.00","36.00","36.00","36.00","0.00","35.00","36.00","1,521,998","54,791,928.00"
"12/06/2026","GGBL","16.50","6.60","14.25","14.25","12.99","12.99","-1.26","","12.99","3,127","42,940.12"
"12/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","7.30","7.50","48,000","360,000.00"
"12/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"12/06/2026","MTNGH","6.80","4.20","6.47","6.47","6.42","6.42","-0.05","6.40","6.42","4,912,881","31,536,457.13"
"12/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"12/06/2026","RBGH","5.58","1.30","5.00","5.00","5.00","5.00","0.00","4.80","5.00","11,552","57,760.00"
"12/06/2026","SCB","79.41","29.22","71.38","71.38","71.38","71.38","0.00","","71.38","278","19,843.64"
"12/06/2026","SIC","6.03","1.20","4.49","4.49","4.93","4.93","0.44","4.93","","68,218","336,180.75"
"12/06/2026","SOGEGH","11.51","4.49","6.61","6.61","6.80","6.80","0.19","6.50","6.80","34,614","235,295.62"
"12/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"12/06/2026","TOTAL","40.30","32.91","36.00","36.00","36.30","36.30","0.30","36.30","","2,691","97,683.30"
"12/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","29","345.68"
"12/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","579","17,080.50"
"12/06/2026","ZEN","12.61","5.00","10.00","10.00","10.00","10.00","0.00","10.00","","30,296","302,960.00"
"12/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"12/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"12/06/2026","GLD","533.93","466.72","473.48","473.48","462.00","462.03","-11.45","473.00","","17,847","8,245,798.00"
"12/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"12/06/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.11","","32","3.52"
"12/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","710","78.10"
"12/06/2026","IIL","0.08","0.05","0.08","0.08","0.08","0.08","0.00","0.11","0.12","1,788","208.94"
"12/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"11/06/2026","ACCESS","46.64","16.20","27.60","27.60","27.60","27.60","0.00","27.60","29.00","662","18,271.20"
"11/06/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","4","21.20"
"11/06/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"11/06/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"11/06/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","2","17.78"
"11/06/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","8.40","8.46","1,045","8,840.70"
"11/06/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","80.00","","76","6,080.00"
"11/06/2026","CAL","0.94","0.61","0.77","0.77","0.80","0.78","0.01","0.76","0.77","357,357","278,585.80"
"11/06/2026","CLYD","2.04","0.46","2.24","2.24","2.24","2.24","0.00","2.24","","200","448.00"
"11/06/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"11/06/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"11/06/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.42","","0","0.00"
"11/06/2026","EGH","57.00","25.00","41.70","41.70","41.00","41.70","0.00","","41.70","810","33,777.00"
"11/06/2026","EGL","12.16","3.48","10.05","10.05","10.05","10.05","0.00","10.02","10.05","1,128","11,329.77"
"11/06/2026","ETI","2.82","0.76","1.85","1.85","2.00","1.91","0.06","1.90","","41,401","78,937.87"
"11/06/2026","FML","16.35","8.00","13.31","13.31","13.30","13.31","0.00","13.30","13.34","1,387","18,460.97"
"11/06/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","7.90","","0","0.00"
"11/06/2026","GCB","52.00","20.11","36.00","36.00","36.00","36.00","0.00","35.00","36.00","3,012","108,432.00"
"11/06/2026","GGBL","16.50","6.60","14.25","14.25","14.25","14.25","0.00","","14.25","182","2,593.50"
"11/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","7.50","","1,165","8,737.50"
"11/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"11/06/2026","MTNGH","6.80","4.20","6.46","6.46","6.47","6.47","0.01","6.47","6.47","236,423","1,529,228.75"
"11/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"11/06/2026","RBGH","5.58","1.30","5.00","5.00","5.00","5.00","0.00","","5.00","1,584","7,920.00"
"11/06/2026","SCB","79.41","29.22","71.38","71.38","71.38","71.38","0.00","","71.38","9","642.42"
"11/06/2026","SIC","6.03","1.20","4.49","4.49","4.48","4.49","0.00","4.45","4.49","9,684","43,481.16"
"11/06/2026","SOGEGH","11.51","4.49","6.61","6.61","6.62","6.61","0.00","6.62","6.80","829","5,479.69"
"11/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"11/06/2026","TOTAL","40.30","32.91","36.00","36.00","36.00","36.00","0.00","36.00","36.30","706","25,416.00"
"11/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0","0.00"
"11/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","50","1,475.00"
"11/06/2026","ZEN","12.61","5.00","10.00","10.00","10.00","10.00","0.00","9.00","10.00","1","10.00"
"11/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"11/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"11/06/2026","GLD","533.93","466.72","473.48","473.48","472.00","473.48","0.00","","","7","3,314.36"
"11/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"11/06/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.11","","0","0.00"
"11/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","0","0.00"
"11/06/2026","IIL","0.08","0.05","0.08","0.08","0.08","0.08","0.00","0.11","","500","55.00"
"11/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"10/06/2026","ACCESS","46.64","16.20","27.60","27.60","27.60","27.60","0.00","27.60","29.00","236","6,513.60"
"10/06/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"10/06/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"10/06/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","10,272","86,901.12"
"10/06/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","1","8.89"
"10/06/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","8.40","8.46","0","0.00"
"10/06/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","80.00","","557","44,560.00"
"10/06/2026","CAL","0.94","0.61","0.79","0.79","0.77","0.77","-0.02","0.76","0.77","1,356,050","1,045,581.98"
"10/06/2026","CLYD","2.04","0.46","2.04","2.04","2.24","2.24","0.20","2.24","","1,000","2,240.00"
"10/06/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"10/06/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"10/06/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.42","","0","0.00"
"10/06/2026","EGH","57.00","25.00","41.70","41.70","41.00","41.70","0.00","","41.70","3,420","142,614.00"
"10/06/2026","EGL","12.16","3.48","10.02","10.02","10.05","10.05","0.03","10.02","10.05","7,320","73,456.20"
"10/06/2026","ETI","2.82","0.76","1.74","1.74","1.90","1.85","0.11","1.90","","46,713","86,317.79"
"10/06/2026","FML","16.35","8.00","13.30","13.30","13.30","13.31","0.01","13.30","13.34","5,374","71,507.92"
"10/06/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","7.90","","0","0.00"
"10/06/2026","GCB","52.00","20.11","36.00","36.00","36.00","36.00","0.00","35.00","36.00","50,824","1,829,664.00"
"10/06/2026","GGBL","16.50","6.60","14.50","14.50","14.25","14.25","-0.25","","14.25","937","13,352.25"
"10/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","7.50","","28,997","217,477.50"
"10/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"10/06/2026","MTNGH","6.80","4.20","6.47","6.47","6.48","6.46","-0.01","6.47","6.47","1,450,030","9,368,561.08"
"10/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"10/06/2026","RBGH","5.58","1.30","5.00","5.00","5.00","5.00","0.00","","5.00","16,056","80,280.00"
"10/06/2026","SCB","79.41","29.22","71.38","71.38","71.38","71.38","0.00","","71.38","250","17,845.00"
"10/06/2026","SIC","6.03","1.20","4.49","4.49","4.48","4.49","0.00","4.45","4.49","93,273","418,645.77"
"10/06/2026","SOGEGH","11.51","4.49","6.51","6.51","6.62","6.61","0.10","6.62","6.80","11,184","73,909.25"
"10/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"10/06/2026","TOTAL","40.30","32.91","33.00","33.00","36.00","36.00","3.00","36.00","36.30","2,367","84,765.00"
"10/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0","0.00"
"10/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","1,843","54,368.50"
"10/06/2026","ZEN","12.61","5.00","10.00","10.00","10.00","10.00","0.00","9.00","10.00","2,097,320","10,973,200.00"
"10/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"10/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"10/06/2026","GLD","533.93","466.72","498.90","498.90","472.00","473.48","-25.42","","","6,650","3,148,643.97"
"10/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"10/06/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.11","","0","0.00"
"10/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","254,419","27,986.09"
"10/06/2026","IIL","0.08","0.05","0.08","0.08","0.08","0.08","0.00","0.11","","100","11.00"
"10/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"09/06/2026","ACCESS","46.64","16.20","27.60","27.60","27.60","27.60","0.00","26.50","27.60","6,605","182,298.00"
"09/06/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","0","0.00"
"09/06/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"09/06/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"09/06/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","2","17.78"
"09/06/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","8.40","8.46","6,058","51,250.68"
"09/06/2026","BOPP","100.00","55.82","80.00","80.00","80.00","80.00","0.00","","80.00","680","54,400.00"
"09/06/2026","CAL","0.94","0.61","0.77","0.77","0.75","0.79","0.02","0.74","0.75","865,546","684,010.37"
"09/06/2026","CLYD","2.04","0.46","2.04","2.04","2.04","2.04","0.00","2.05","","0","0.00"
"09/06/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"09/06/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"09/06/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.42","","0","0.00"
"09/06/2026","EGH","57.00","25.00","41.70","41.70","41.00","41.70","0.00","","41.70","2,428","101,247.60"
"09/06/2026","EGL","12.16","3.48","10.03","10.03","10.02","10.02","-0.01","","10.02","1,247","12,495.02"
"09/06/2026","ETI","2.82","0.76","1.67","1.67","1.80","1.74","0.07","1.80","","315,668","543,906.76"
"09/06/2026","FML","16.35","8.00","13.30","13.30","13.30","13.30","0.00","","13.30","167","2,221.10"
"09/06/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","7.90","","0","0.00"
"09/06/2026","GCB","52.00","20.11","36.00","36.00","36.00","36.00","0.00","36.00","38.00","90,785","3,268,260.00"
"09/06/2026","GGBL","16.50","6.60","14.50","14.50","14.40","14.50","0.00","","14.30","4,413","63,865.10"
"09/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","7.30","7.50","17,949","134,617.50"
"09/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","3","15.60"
"09/06/2026","MTNGH","6.80","4.20","6.47","6.47","6.48","6.47","0.00","6.47","6.50","1,058,892","6,854,685.24"
"09/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"09/06/2026","RBGH","5.58","1.30","5.09","5.09","5.00","5.00","-0.09","","5.00","3,271","16,355.00"
"09/06/2026","SCB","79.41","29.22","71.38","71.38","71.38","71.38","0.00","","","20,026","1,429,455.88"
"09/06/2026","SIC","6.03","1.20","4.49","4.49","4.48","4.49","0.00","4.34","4.48","136,410","612,331.25"
"09/06/2026","SOGEGH","11.51","4.49","6.42","6.42","6.51","6.51","0.09","6.51","6.60","13,255","86,172.27"
"09/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"09/06/2026","TOTAL","40.30","32.91","33.00","33.00","33.00","33.00","0.00","","33.00","3,205","105,765.00"
"09/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0","0.00"
"09/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","","29.50","1,536","45,312.00"
